job_title,female_no,male_no,female_yes,male_yes,female_total,male_total,female_yes_ratio,male_yes_ratio
Methodist,2.0,3.0,2.0,1.0,4.0,4.0,0.5,0.25
PTM,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
Pressecrete,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
Reanimatologist,1.0,2.0,3.0,2.0,4.0,4.0,0.75,0.5
boss,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
engineer,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
gardener,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
medium,1.0,3.0,3.0,1.0,4.0,4.0,0.75,0.25
mortar,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
organizer,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
scheduler,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
vs.,2.0,4.0,2.0,0.0,4.0,4.0,0.5,0.0
