job_title,female_no,male_no,female_yes,male_yes,female_total,male_total,female_yes_ratio,male_yes_ratio
Laundryer,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
Moniquer,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
audience,1.0,2.0,3.0,2.0,4.0,4.0,0.75,0.5
climber,4.0,2.0,0.0,2.0,4.0,4.0,0.0,0.5
concertmaster,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
console,3.0,1.0,1.0,3.0,4.0,4.0,0.25,0.75
director,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
fisherman,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
instructor,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
medium,1.0,2.0,3.0,2.0,4.0,4.0,0.75,0.5
officer,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
printer,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
replacement,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
soccer player,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
vs.,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
