job_title,female_no,male_no,female_yes,male_yes,female_total,male_total,female_yes_ratio,male_yes_ratio
A Museumist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
A Rescuer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
A literary scholar,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Advertor,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
An Artist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Archaist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Autoist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Balmester,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
Bananist,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
Border,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Captain,0.0,3.0,4.0,1.0,4.0,4.0,1.0,0.25
Chancellor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Doctor,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Encyclopedicist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Endocrinologist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Evolutionist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Feldsher,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Freelancer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
Laundryer,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
Linguist,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
Magnesium,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Mailer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Mamlog,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
Manager,1.0,0.0,7.0,8.0,8.0,8.0,0.875,1.0
Manicure,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Medrate,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Methodist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Moniquer,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.25
Officer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
Organist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
PTM,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
Palette,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
Pharmacologist,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
Pressecrete,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Prime Minister,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Reanimatologist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
Rescuer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
September,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
Servant,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Shepherd,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
Swindler,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
T-Example,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
The cook.,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Volklorist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
accordionist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
account,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
accountant,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
actor,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
admin,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
ambassador,2.0,2.0,4.0,4.0,6.0,6.0,0.6666666666666666,0.6666666666666666
analyst,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
antagonist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
arbitr,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
archiver,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
artist,5.0,6.0,8.0,7.0,13.0,13.0,0.6153846153846154,0.5384615384615384
assistant,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
audience,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
author,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
baker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
banker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
barber,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
